rank	lemma_id	lemma	dcs_grammar	upos	count	gloss
37481	206929	upacāray	10.P.,10.Ā.	VERB	3	
37482	82791	tunnavāya	m	NOUN	3	a tailor
37483	205294	ārakūṭaka	n	NOUN	3	[min.] cmp. ārakūṭa
37484	74874	varṣārātra	m	NOUN	3	the rainy season
37485	221879	upaliṅgana	n	NOUN	3	an indication; a sign; a proof
37486	221887	tvakka	adj	ADJ	3	(ifc.) skinned; mit Rinde
37487	56817	udbandha	m	NOUN	3	hanging one's self
37488	204494	nistambh	9.P.,1.P.,1.Ā.	VERB	3	to fix; to paralyze; [alchemy]
37489	5138	koṣṭha	mn	NOUN	3	a granary
37490	47512	vimāṃsa	n	NOUN	3	unclean meat (e.g. the flesh of dogs etc.)
37491	35295	nimajjana	adj	ADJ	3	causing a person (gen.) to enter or plunge into (water etc.)
37492	54552	avalehin	adj	ADJ	3	lickerish; fond of dainties
37493	165366	samupabhuj	7.Ā.	VERB	3	to enjoy sexually; to have sexual union with (acc.)
37494	86736	devapaśu	m	NOUN	3	any animal consecrated to a deity
37495	221990	pratyāsṛ	3.Ā.,1.P.,1.Ā.,3.P.	VERB	3	hinterhergehen
37496	210682	andhīkara	adj	ADJ	3	blinding
37497	15872	padi	m	NOUN	3	(prob.) a kind of animal; [gramm.] root pad
37498	204083	kuṣṭhaka	n	NOUN	3	the plant kuṣṭha
37499	176128	granthikā	f	NOUN	3	[bot.] a kind of plant
37500	68164	vaṭapattra	mn	NOUN	3	a kind of white basil
37501	210823	vāgulī	f	NOUN	3	a kind of animal
37502	209498	āvāsay	Denom.P.,Denom.Ā.	VERB	3	to perfume; to fill sth. with a smell (instr.)
37503	24357	kutūhala	adj	ADJ	3	surprising; wonderful; excellent; celebrated
37504	131035	śalaka	m	NOUN	3	a spider; a bird; [bot.] a kind of plant
37505	80474	lagnaka	m	NOUN	3	a (fixed) surety; bondsman; bail
37506	164842	saṃhu	3.P.	VERB	3	to sacrifice together; to sacrifice
37507	219891	abhiścotay	10.P.,10.Ā.	VERB	3	betr￤ufeln
37508	92819	paścāddaghvan	adj	ADJ	3	staying behind; falling short of; zu kurz kommend
37509	222803	bādhaka	adj	ADJ	3	aus dem Baume bādhaka gemacht
37510	92763	paśuṣṭhā	adj	ADJ	3	being or dwelling (lit. sitting and standing) in cattle
37511	133869	krayaṇa	n	NOUN	3	buying
37512	40856	śrutipatha	m	NOUN	3	the range of hearing; the auditory passage; hearing; tradition
37513	223038	pāthikṛta	adj	ADJ	3	(sacrifice etc.) to (Agni) Pathikṛt
37514	133207	māhiṣa	n	NOUN	3	the female apartments; buffaloes collectively
37515	22464	abhimā	f	NOUN	3	measure (with regard to the breadth); Gegenmessen
37516	163545	viramay	10.P.	VERB	3	to cause to stop or rest; to bring to an end; to finish
37517	224215	pāthikṛtī	f	NOUN	3	
37518	224055	visamāp	5.P.	VERB	3	
37519	220427	atharyu	adj	ADJ	3	flammend
37520	125983	śubhaṃyāvan	adj	ADJ	3	prunkvoll ausfahrend
37521	17956	sapīti	m	NOUN	3	a boon-companion
37522	219857	veśantī	f	NOUN	3	a tank; a pond
37523	127330	śevala	adj	ADJ	3	slimy
37524	219859	tamiṣīci	adj	ADJ	3	dusky; (Gesinnung, Macht) finster
37525	220948	muh	adj	ADJ	3	perplexing; a confounder
37526	220961	avatka	adj	ADJ	3	helpful; aiding (?)
37527	32860	arogaṇa	adj	ADJ	3	freeing from disease
37528	90660	drugdha	n	NOUN	3	offence; misdeed; impers. harm has been done; malice; S￼nde
37529	30852	abhirāṣṭra	adj	ADJ	3	overpowering or conquering dominions; conquering royalty
37530	43525	naktaṃjāta	adj	ADJ	3	grown at night (herb)
37531	29387	samaṅka	m	NOUN	3	a hook; crotchet (fig. = "pain"); a particular animal destroying corn
37532	219880	madhyameṣṭhā	adj	ADJ	3	the midmost one
37533	138345	vivyādhin	adj	ADJ	3	piercing; transfixing
37534	221164	asattara	adj	ADJ	3	more non-existent
37535	221020	vartas	n	NOUN	3	
37536	8473	saṃsrāvaṇa	adj	ADJ	3	flowing or running together
37537	222535	śvanvat	adj	ADJ	3	accompanied by dogs
37538	220385	sadandi	adj	ADJ	3	constant
37539	109849	hāyana	adj	ADJ	3	lasting a year or returning every year (applied to Takman); last year's
37540	154266	babhruka	m	NOUN	3	(prob.) a kind of ichneumon; name of a constellation (near which all planets pass when in the 7th and 10th houses)
37541	221167	jañjabha	adj	ADJ	3	
37542	114225	sraktya	m	NOUN	3	a particular plant
37543	74923	valagin	adj	ADJ	3	versed in secret charms; spell-hider
37544	20932	apamitya	n	NOUN	3	debt; loan
37545	49119	bhala	ind	ADV	3	certainly; indeed; verily
37546	147011	dīv	f	NOUN	3	gambling; playing with dice
37547	145545	pūtudru	m	NOUN	3	the tree Acacia Catechu or Pinus Deodora
37548	223221	mṛṇa	m	NOUN	3	a crusher
37549	24724	kurīrin	adj	ADJ	3	decorated with the head-dress called kurīra
37550	223271	avālapsya	m	NOUN	3	name of an amulet
37551	222105	ādinava	n	NOUN	3	Ungl￼ck (im W￼rfelspiel)
37552	158959	abhivas	2.Ā.	VERB	3	to wrap one's self up in (acc.)
37553	221156	avayā	f	NOUN	3	expiation
37554	22154	abhicakṣaṇa	n	NOUN	3	conjuring; incantation; a means of detection
37555	153863	balāsin	adj	ADJ	3	consumptive; phthisical; affected by balāsa
37556	112746	sāmitya	adj	ADJ	3	relating to an assembly or council
37557	88437	jaṣa	m	NOUN	3	name of an aquatic animal
37558	204783	sambandhana	n	NOUN	3	a strap
37559	135628	kṣaitrapatya	n	NOUN	3	dominion; property; landed property
37560	223262	āvataṃkaraṇa	adj	ADJ	3	bringing near
37561	83710	taula	n	NOUN	3	a balance
37562	148869	bāhumat	adj	ADJ	3	having (strong) arm (said of Indra)
37563	152708	proṣṭheśaya	adj	ADJ	3	lying on a bench
