rank	lemma_id	lemma	dcs_grammar	upos	count	gloss
64302	75398	vasubhṛdyāna	m	NOUN	1	name of a son of Vasiṣṭha
64303	31059	abhiṣṭava	m	NOUN	1	praise; eulogy
64304	110402	hutabhojana	m	NOUN	1	
64305	21856	aprauḍhā	f	NOUN	1	an unmarried girl; one very recently married and not come to womanhood
64306	137869	pratidruh	m	NOUN	1	one who seeks to injure in return
64307	162046	parinind	1.P.	VERB	1	to censure or blame severely
64308	154956	praśrayaṇa	n	NOUN	1	respectful demeanour; modesty
64309	122132	gītāyana	adj	ADJ	1	accompanied with songs
64310	216033	atiśāyana	adj	ADJ	1	?
64311	216032	vairaka	m	NOUN	1	hostility (?)
64312	147303	bahulīkariṣṇu	adj	ADJ	1	striving or endeavouring to increase
64313	61146	asṛṇi	adj	ADJ	1	unrestrained
64314	129742	garhin	adj	ADJ	1	ifc. abusing
64315	65316	yaugapada	n	NOUN	1	= next
64316	164671	vyutsṛj	1.P.,6.Ā.,6.P.,4.Ā.	VERB	1	to give away; to give up; to leave; to abandon
64317	163520	viman	4.Ā.	VERB	1	to distinguish
64318	20679	apakīrti	f	NOUN	1	infamy; disgrace
64319	216034	utpātatama	m	NOUN	1	extreme prodigy
64320	162283	paryādru	1.P.	VERB	1	to run to and fro
64321	142616	vedimekhalā	f	NOUN	1	the cord which forms the boundary of the Uttaravedi
64322	154050	plāvita	n	NOUN	1	inundation; food; deluge; a song in which the vowels are prolated
64323	65585	raktakaṇṭha	m	NOUN	1	the Indian cuckoo
64324	216035	nirjuṣ	6.Ā.,6.P.	VERB	1	to frequent; to inhabit
64325	47334	vitṛṣ	adj	ADJ	1	free from thirst
64326	129309	gajī	f	NOUN	1	a female elephant
64327	128161	kharadaṇḍa	n	NOUN	1	the lotus
64328	216036	unmathay	10.P.	VERB	1	
64329	34336	nirnīḍa	adj	ADJ	1	having no nest
64330	96775	tarkamudrā	f	NOUN	1	a particular position of the hand
64331	65010	yogakakṣā	f	NOUN	1	
64332	38430	ūrṇapaṭa	m	NOUN	1	a spider
64333	10703	anukarman	n	NOUN	1	imitation; a subsequent rite or ceremony
64334	105318	savanīyapaśu	m	NOUN	1	an animal fit for sacrifice
64335	216040	udarīkṛ	8.P.,8.Ā.	VERB	1	
64336	9559	adhiśayana	adj	ADJ	1	lying on; sleeping on
64337	28268	niṣevaka	adj	ADJ	1	visiting; frequenting; using; employing; observing; enjoying
64338	160306	udvyudas	4.P.	VERB	1	to give up wholly or completely
64339	119532	svayaṃdṛś	adj	ADJ	1	visible or clear by itself; self-evident
64340	56415	udavasāna	n	NOUN	1	the act of leaving the place of sacrifice
64341	144445	puṇyakīrti	m	NOUN	1	name of a man (whose shape was assumed by Viṣṇu)
64342	216043	vimṛg	4.P.	VERB	1	
64343	216045	arhaṇaka	n	NOUN	1	honour (?)
64344	216046	prāvṛj	7.Ā.,7.P.	VERB	1	
64345	216047	vipulay	Denom. P.	VERB	1	to extend; to make bigger
64346	22002	abbhakṣa	adj	ADJ	1	living upon water
64347	54254	avanāma	m	NOUN	1	bending; bowing
64348	216048	vimuṣ	9.P.,6.P.,4.P.	VERB	1	
64349	85984	duṣprasādana	adj	ADJ	1	difficult to be propitiated
64350	154123	phalīkāra	m	NOUN	1	
64351	216049	bhīkṣaṇa	n	NOUN	1	asking; begging; inquiry
64352	216050	upasaṃkﾱp	1.P.,1.Ā.	VERB	1	to put above
64353	216052	pratīkṛ	8.P.,8.Ā.	VERB	1	
64354	216057	nivad	1.P.,1.Ā.	VERB	1	to say
64355	216055	auttānapadi	m	NOUN	1	a descendant of Uttānapada
64356	216056	aiḍaviḍa	m	NOUN	1	a descendant of Ilavilā
64357	19560	parivihāra	m	NOUN	1	walking or roaming about; walking for pleasure
64358	69913	rākāpati	m	NOUN	1	full moon
64359	119819	svarvīthi	f	NOUN	1	name of the wife of Vatsara
64360	82150	tigmaketu	m	NOUN	1	name of a son of Vatsara by Svarvīthi
64361	216058	atīrātra	m	NOUN	1	name of a son of Manu and Naḍvalā
64362	162858	pratyupasṛ	3.P.	VERB	1	to return
64363	30529	samupekṣaka	adj	ADJ	1	overlooking; not heeding; disregarding; neglecting (gen.)
64364	140313	prathayitṛ	adj	ADJ	1	one who spreads or expands or divulges or proclaims
64365	216059	rirakṣā	f	NOUN	1	the wish of protecting
64366	216060	stavay	10. P.	VERB	1	
64367	157516	stāvay	10. Ā.	VERB	1	
64368	216061	upagup	1.P.,1.Ā.	VERB	1	to hide; to conceal
64369	116041	śarāsa	m	NOUN	1	a bow
64370	154	audhasa	adj	ADJ	1	being or contained in the udder (as milk)
64371	103835	sambhāvana	adj	ADJ	1	having a high opinion of (comp.)
64372	40361	śrāvita	n	NOUN	1	(in ritual) call; cry; exclamation
64373	216063	corībhū	1.P.,1.Ā.	VERB	1	to be full of thieves
64374	40425	śrāddhadevatā	f	NOUN	1	any deity presiding over Śrāddha rites; a Pitṛ or progenitor
64375	72927	yajuṣpati	m	NOUN	1	name of Viṣṇu
64376	85330	duravagraha	adj	ADJ	1	difficult to be kept back or restrained
64377	37886	uraṃga	m	NOUN	1	a snake
64378	216065	mārgavat	adj	ADJ	1	having a way
64379	216066	sthāpitṛ	adj	ADJ	1	placing; erecting
64380	20039	paryagu	adj	ADJ	1	
64381	123346	guṇāyana	adj	ADJ	1	
64382	216068	uttamaślokatama	adj	ADJ	1	most famous
64383	26694	maṅgalāyana	adj	ADJ	1	walking on the path of prosperity
64384	82634	tīrthapādīya	m	NOUN	1	an adherent of Kṛṣṇa
64385	216070	anuvādana	n	NOUN	1	
64386	5679	agu	m	NOUN	1	name of Rāhu the ascending node
64387	8735	sagoṣṭhī	f	NOUN	1	fellowship with
64388	34197	nirīhā	f	NOUN	1	lack of desire
64389	216071	titīriṣu	adj	ADJ	1	wishing to cross
64390	216072	traivargya	adj	ADJ	1	relating to the trivarga
64391	216074	udgrathay	10.P.,10.Ā.	VERB	1	to untie
64392	157072	ghṛṇālu	adj	ADJ	1	compassionate
64393	34879	nigamin	adj	ADJ	1	familiar with or versed in the Vedas
64394	216075	brahmasātkṛ	8.P.	VERB	1	
64395	34481	nirviṣaṅga	adj	ADJ	1	not attached to anything; indifferent
64396	216077	nirahaṃmati	adj	ADJ	1	free of egoism
64397	158189	anusamācar	1.P.,1.Ā.	VERB	1	to carry out; to accomplish
64398	216078	anusaṃsmaraṇa	n	NOUN	1	remembering
64399	216080	anupūrti	f	NOUN	1	
64400	73623	yathodbhavam	ind	ADV	1	according to origin
64401	89804	dehayātrā	f	NOUN	1	supporting the body or prolonging life; food; nourishment; passing away of the body; dying
64402	152506	preyaskara	m	NOUN	1	the hand of a lover
64403	216082	suprajatama	adj	ADJ	1	having many children
64404	216083	dhanavattama	adj	ADJ	1	richest
64405	94239	pārthava	adj	ADJ	1	belonging or peculiar to Pṛthu
64406	44084	nabhasvatī	f	NOUN	1	name of the wife of Antardhāna and mother of Havirdhāna
64407	88950	jitavrata	m	NOUN	1	name of a son of Havirdhāna
64408	109418	hāvirdhāni	m	NOUN	1	patr. from havir-dhāna
64409	133812	kriyākāṇḍa	n	NOUN	1	the portion of a Śruti text treating of the sacrifices
64410	216084	anuyajñam	ind	ADV	1	
64411	216086	upavistṛ	9.P.,1.P.,5.P.	VERB	1	to spread
64412	102025	sausvarya	n	NOUN	1	euphony
64413	73042	yajñaretas	n	NOUN	1	the Soma
64414	216087	pratisaṃkrāmay	10.P.,10.Ā.	VERB	1	
64415	212376	pratī	2.P.,2.Ā.	VERB	1	
64416	216088	saṃsisṛkṣ	Desid.Ā.,Desid.P.	VERB	1	to wish to mix together
64417	147543	bārhiṣada	m	NOUN	1	patr. from barhi-ṣad or barhiḥ-ṣad
64418	216089	vipruṣmat	adj	ADJ	1	
64419	10502	anābādha	adj	ADJ	1	free from obstacles or troubles
64420	21855	aprauḍha	adj	ADJ	1	not arrogant; timid; gentle; not capable of (Inf.)
64421	10971	anupatha	m	NOUN	1	a road followed after another; a servant
64422	25058	bhuvispṛś	adj	ADJ	1	touching the ground
64423	72999	yajñapuṃs	m	NOUN	1	name of Viṣṇu
64424	135679	khadyotā	f	NOUN	1	the left eye; name of a deity
64425	62488	āvirmukhī	f	NOUN	1	an eye; name of a deity
64426	136863	mukhyā	f	NOUN	1	name of the residence of Varuṇa
64427	147280	bahūdana	n	NOUN	1	collection of various kinds of food (?)
64428	216090	pitṛhū	f	NOUN	1	
64429	86995	devahū	f	NOUN	1	name of the northern aperture of the human body; name of the left ear (which is turned north wards if the face is directed towards the east)
64430	34446	nirvāc	adj	ADJ	1	speechless
64431	139507	viṣūcīna	n	NOUN	1	= manas
64432	34105	niravastāra	adj	ADJ	1	not strewn or covered; bare
64433	216091	unmud	1.P.,1.Ā.	VERB	1	to rejoice
64434	47327	vitilaka	adj	ADJ	1	having no sectarian mark (on the forehead)
64435	47711	viharṣa	adj	ADJ	1	joyless; sad
64436	150851	prajvāra	m	NOUN	1	the heat of fever (sometimes personified)
64437	165323	samuddhā	3.Ā.	VERB	1	to rise together; to come forth; to appear; to burst forth; to be heard; to sound
64438	125578	graha	adj	ADJ	1	seizing; laying hold of; holding; obtaining; perceiving; recognising
64439	1501	kanakācala	m	NOUN	1	name of Meru; piece of gold shaped like a mountain
64440	48566	bhagnamanas	adj	ADJ	1	discouraged; disappointed
64441	69137	varūthapa	m	NOUN	1	the leader of a multitude or host; chief; general
64442	151396	pratigiri	m	NOUN	1	an opposite mountain
64443	137053	mṛḍana	n	NOUN	1	showing compassion; pardoning; blessing
64444	88034	jalakalmaṣa	m	NOUN	1	a poisonous fluid
64445	58863	ābhiṣeka	adj	ADJ	1	relating to the inauguration of a king
64446	84523	digibha	m	NOUN	1	
64447	212633	traipiṣṭapeya	m	NOUN	1	
64448	31670	amaraṃjaya	adj	ADJ	1	conquering the gods
64449	220821	pracchaka	adj	ADJ	1	asking
64450	220822	pragrahin	adj	ADJ	1	
64451	77690	mahāśana	m	NOUN	1	name of an Asura
64452	144961	pūtanākeśī	f	NOUN	1	a species of plant
64453	220825	saṃsmaray	10.P.	VERB	1	
64454	220826	padaka	n	NOUN	1	a foot
64455	61063	asuradruh	m	NOUN	1	a god
64456	220829	nirvyūh	1.P.,1.Ā.	VERB	1	
64457	98892	sūtīgṛha	n	NOUN	1	
64458	57453	ācit	f	NOUN	1	attention to (gen.); Achtsamkeit
64459	49682	bhāma	m	NOUN	1	a sister's husband
64460	61515	ahaṃdhī	f	NOUN	1	
64461	135175	kṣemaśūra	m	NOUN	1	a boaster
64462	6499	ajana	n	NOUN	1	act of instigating or moving
64463	46747	vārṣikya	adj	ADJ	1	yearly; annual
64464	54408	avamocana	n	NOUN	1	loosening; setting at liberty; stage; a place for resting or settling
64465	171588	sarāma	adj	ADJ	1	with Rāma
64466	606	kacagrahaṇa	n	NOUN	1	seizing the hair
64467	57086	unnahana	adj	ADJ	1	unfettered; unbound
64468	133442	mukhaśrī	f	NOUN	1	beauty of countenance; a beautiful face
64469	44508	navadvīpa	m	NOUN	1	name of a place now called Nuddea (at the confluence of the Bhāgīrathī and the Jalangī rivers)
64470	171604	sasadasyartvij	adj	ADJ	1	
64471	171605	avimuhyamāna	adj	ADJ	1	not confused
64472	95347	jyotiṣṭva	n	NOUN	1	luminousness; the state of light
64473	118162	vaikārika	n	NOUN	1	emotion; flurry
64474	133093	mithunīcārin	adj	ADJ	1	coupling together; having sexual intercourse
64475	171630	satulya	adj	ADJ	1	
64476	27096	maṇḍalavartin	m	NOUN	1	the governor of a province; ruler of a small kingdom
64477	20646	anvīkṣā	f	NOUN	1	examining; inquiry; meditation
64478	171633	aniketatā	f	NOUN	1	
64479	171634	niṣedhatā	f	NOUN	1	
64480	47852	vikalpita	adj	ADJ	1	prepared; arranged; divided; manifold; doubtful; undecided
64481	171635	aviniścita	adj	ADJ	1	
64482	171641	nirjihīṛṣu	adj	ADJ	1	
64483	171685	atanmahijña	adj	ADJ	1	not knowing his greatness
64484	89571	jaihva	adj	ADJ	1	lying on or relating to the tongue
64485	171688	śaiṣṇa	adj	ADJ	1	
64486	108588	hayāsya	m	NOUN	1	Viṣṇu in a particular manifestation
64487	171703	salaṅka	m	NOUN	1	name of Rāvaṇa
64488	106480	sītāpati	m	NOUN	1	name of Rāmacandra
64489	23613	kīrtanā	f	NOUN	1	telling; fame
64490	50851	cāṭuka	m	NOUN	1	pleasing words
64491	153583	baddhasneha	adj	ADJ	1	conceiving affection for
64492	38011	urvīśa	m	NOUN	1	a king; sovereign
64493	79135	māyāmṛga	m	NOUN	1	an illusory antelope; phantom deer
64494	77169	mahāpuṇyā	f	NOUN	1	name of a river
64495	88809	jāyanteya	m	NOUN	1	metron. from jayantī
64496	105311	savanaśas	ind	ADV	1	at each of the libation
64497	119780	svaratikrama	m	NOUN	1	stepping beyond heaven; reaching Vaikuṇṭha
64498	8448	saṃspardhin	adj	ADJ	1	jealous; vying with
64499	151783	pratipatni	f	NOUN	1	a female rival
64500	135874	mithus	ind	ADV	1	= mithuyā
64501	93686	pādāvaneja	m	NOUN	1	washing another's foot
64502	58459	ānuśrava	adj	ADJ	1	according to hearing; resting on tradition; derived from the Veda or tradition
64503	105272	saloka	adj	ADJ	1	being in the same world with (gen. or loc.); with the people or inhabitants
64504	157724	anucakṣ	1.Ā.,2.Ā.	VERB	1	to look at or up to
64505	147342	bahirartha	m	NOUN	1	an external object
64506	44309	narasakha	m	NOUN	1	name of Nārāyaṇa
64507	107984	supeśa	m	NOUN	1	fine woven cloth or texture of any kind
64508	151950	prāṇavṛtti	f	NOUN	1	vital activity or function; support of life
64509	21220	apasmṛti	adj	ADJ	1	forgetful; absent in mind; confused
64510	84590	diṣṭabhuj	adj	ADJ	1	reaping the appointed results of one's works
64511	60742	asadbuddhi	adj	ADJ	1	foolish
64512	111921	sāṃketya	n	NOUN	1	agreement; appointment; assignation (esp. with a loved person)
64513	53171	arthatṛṣ	adj	ADJ	1	greedy after money
64514	85409	durāśa	adj	ADJ	1	having bad expectations
64515	34245	nirupādhika	adj	ADJ	1	without attributes or qualities; absolute
64516	24212	kuḍī	f	NOUN	1	
64517	58571	āptavarga	m	NOUN	1	intimate persons; friends
64518	96845	tarṣā	f	NOUN	1	desire; thirst
64519	171791	asamidh	adj	ADJ	1	without fuel
64520	16351	parāyus	m	NOUN	1	name of Brahmā
64521	171800	apippalāda	adj	ADJ	1	not eating pippala
64522	171801	adehastha	adj	ADJ	1	
64523	164508	vyatikṛ	8.P.	VERB	1	to be greatly changed or moved
64524	161523	niṣṇā	2.P.	VERB	1	to be absorbed in
64525	171802	atīrthīkṛta	adj	ADJ	1	
64526	85122	duḥkhaduḥkhin	adj	ADJ	1	having sorrow upon sorrow
64527	171803	bhaktatama	adj	ADJ	1	
64528	171804	aparikīrtana	n	NOUN	1	
64529	107151	sugopya	adj	ADJ	1	to be kept quite secret
64530	41324	śvāphalki	m	NOUN	1	patr. from id.
64531	47968	vigāḍha	adj	ADJ	1	plunged into; entered; one who has entered or plunged into; bathing in; (a weapon) that has deeply penetrated; come on; advanced; begun; set in; taken place; flowing copiously; deep; excessive
64532	137818	praticodanā	f	NOUN	1	prevention; prohibition
64533	171805	adhimath	9.P.	VERB	1	
64534	129064	gadi	f	NOUN	1	speaking; speech
64535	156453	grāmecara	m	NOUN	1	a villager; householder
64536	126954	śita	adj	ADJ	1	whetted; sharp; thin; slender; weak; feeble
64537	171811	savikalpaka	adj	ADJ	1	
64538	90088	doṣadṛṣṭi	f	NOUN	1	looking at faults; faults. finding
64539	171813	atititīrṣu	adj	ADJ	1	
64540	171819	anānātva	n	NOUN	1	
64541	119450	svārambhaka	adj	ADJ	1	self-undertaken
64542	171820	nirapekṣaka	adj	ADJ	1	
64543	23379	kiṃdeva	m	NOUN	1	an inferior god; demi-god
64544	167236	ūrdhvanāla	n	NOUN	1	
64545	40558	śrīniketana	m	NOUN	1	name of Viṣṇu
64546	171837	anūrmimattva	n	NOUN	1	
64547	139804	pratiṣṭambha	m	NOUN	1	obstruction; impediment; hindrance
64548	73544	yathāsaṃstham	ind	ADV	1	according to circumstances
64549	171839	manmanas	adj	ADJ	1	having the manas fixed in me
64550	55217	avihiṃsana	n	NOUN	1	not injuring
64551	171855	abahirmati	f	NOUN	1	
64552	121003	vyavasāyin	m	NOUN	1	a tradesman; handicraftsman
64553	171856	asaṃyacchat	adj	ADJ	1	
64554	170938	vanevāsas	n	NOUN	1	the third āśrama: Vānaprastha
64555	126079	śuṣkavigraha	m	NOUN	1	a useless contest
64556	170939	lobhatā	f	NOUN	1	
64557	135273	kṣvelana	n	NOUN	1	play; jest
64558	82654	tīrthasevā	f	NOUN	1	worship of the 24 saints
64559	68243	vaṇigvṛtti	f	NOUN	1	trade; traffic; business
64560	10894	anudeham	ind	ADV	1	behind the body
64561	125268	gṛhamedhīya	n	NOUN	1	a domestic sacrifice
64562	131909	śilāndhas	n	NOUN	1	ears of corn left on a field
64563	171860	anapekṣaka	adj	ADJ	1	
64564	105265	saliṅga	adj	ADJ	1	having the same marks or attributes; corresponding i.e. directed to
64565	126078	śuṣkavādavivāda	m	NOUN	1	idle or useless discussion
64566	171862	ādehāntāt	ind	ADV	1	until death
64567	171868	pratisaṃkrāma	m	NOUN	1	
64568	135773	viriñcya	m	NOUN	1	name of Brahmā
64569	32677	arikarṣaṇa	m	NOUN	1	name
64570	171877	manniṣṭhatā	f	NOUN	1	
64571	103900	sammarṣa	m	NOUN	1	patience; endurance
64572	171892	anāśīḥkāma	adj	ADJ	1	without hope and desire
64573	27609	nirayin	m	NOUN	1	an inhabitant of hell
64574	143127	vepathu	adj	ADJ	1	trembling; quaking
64575	101189	damya	adj	ADJ	1	tamable
64576	118462	vairāgyatā	f	NOUN	1	aversion to (prati)
64577	18466	samacitta	adj	ADJ	1	even-minded; possessing equanimity; equable; indifferent; having the thoughts directed to the same subject
64578	37664	mahākula	adj	ADJ	1	being of a great or noble family; high-born
64579	7160	aticchandas	n	NOUN	1	name of a particular brick in the sacrificial fire-place
64580	7418	atyaṣṭi	f	NOUN	1	a metre (of four lines); the number seventeen
64581	171897	atijagant	m	NOUN	1	
64582	213278	vṛkṣīya	adj	ADJ	1	(ifc.) coming from a tree
64583	224345	brahmavarca	n	NOUN	1	
64584	224365	pauroḍāśīya	adj	ADJ	1	
64585	224366	śālmalīmūla	m	NOUN	1	name of a man (?)
64586	42232	saṃlakṣaṇa	n	NOUN	1	the act of distinctly marking; distinguishing; characterizing; discernment; consideration
64587	81278	lākṣaṇa	adj	ADJ	1	relating to or acquainted with characteristic signs or marks
64588	162506	pratinind	1.P.	VERB	1	to abuse; to blame; to censure
64589	151205	praga	adj	ADJ	1	going before; preceding
64590	224390	sahacarya	adj	ADJ	1	
64591	35442	madhu	f	NOUN	1	a particular plant
64592	224407	pratyāpān	2.P.	VERB	1	
64593	224406	vidviṣāvat	adj	ADJ	1	
64594	11225	anurādha	m	NOUN	1	name of a Buddhist
64595	206700	kṣipraṃsuvana	n	NOUN	1	name of a rite
64596	224410	khajābojā	f	NOUN	1	
64597	224411	kumbhīpātra	m	NOUN	1	name of a demon
64598	7112	atyāsārin	adj	ADJ	1	excessively flowing towards; flowing near violently
64599	224417	dhāpayitṛ	adj	ADJ	1	
64600	224420	pramit	f	NOUN	1	a door-post
64601	224423	yathopajñam	ind	ADV	1	
64602	223819	adhyācāra	m	NOUN	1	
64603	110802	hemantapratyavarohaṇa	n	NOUN	1	redescending into winter (a kind of ceremony)
64604	223846	parimāpay	10.P.,10.Ā.	VERB	1	
64605	224425	pariprokṣ	6.Ā.,6.P.	VERB	1	to sprinkle
64606	205583	anāprīta	adj	ADJ	1	(vessel etc.) not washed; not used before
64607	224431	aulaba	m	NOUN	1	
64608	224432	ulumbala	m	NOUN	1	
64609	225151	asuṃgama	adj	ADJ	1	
64610	223658	sāṃparā	f	NOUN	1	
64611	121775	svāti	adj	ADJ	1	born under the star Arcturus
64612	225152	pariṣevana	adj	ADJ	1	
64613	18814	parikarman	m	NOUN	1	a servant; assistant
64614	225153	parivirāj	2. P.	VERB	1	
64615	225157	satrāsāha	adj	ADJ	1	
64616	225156	śunamaḍa	n	NOUN	1	
64617	225158	kāmāyānī	f	NOUN	1	
64618	154660	pravāka	m	NOUN	1	a proclaimer
64619	225162	vyavajihīrṣ	Desid. Ā.	VERB	1	
64620	225160	avajihvaka	adj	ADJ	1	
64621	225161	nijihvaka	adj	ADJ	1	
64622	62887	āsya	adj	ADJ	1	belonging to that part of the mouth or face; belonging to that part of the mouth which is the organ of uttering sounds or letters; belonging to the mouth or face
64623	225164	anuhvaya	m	NOUN	1	
64624	225163	devavattara	adj	ADJ	1	
64625	95776	ḍhārikā	f	NOUN	1	the julus
64626	159422	avakāṅkṣ	1.P.	VERB	1	to desire; to long for
64627	103422	snih	f	NOUN	1	wetness; moisture
64628	155937	prājāpata	adj	ADJ	1	= next
64629	76355	vājaratna	m	NOUN	1	name of a man
64630	225179	haryajvan	m	NOUN	1	name of a man
64631	15755	padakāra	m	NOUN	1	the author of the Padapāṭha; name of a man
64632	225183	saṃvadānī	f	NOUN	1	
64633	225186	nāndīśrāddha	n	NOUN	1	
64634	225188	upavyāvṛt	3. P.	VERB	1	
64635	225187	sapiṇḍī	f	NOUN	1	= sapiṇḍīkaraṇa
64636	269	aupāsanika	m	NOUN	1	Aupāsana fire
64637	225189	pratihomam	ind	ADV	1	
64638	80236	rauhitaka	adj	ADJ	1	made of the wood of the Andersonia Rohitaka
64639	49493	bhāgadha	adj	ADJ	1	paying what is due
64640	73631	yathopapātam	ind	ADV	1	according to space
64641	162507	pratiniras	4.P.	VERB	1	to throw back
64642	223830	pratyupanam	1.P.,1.Ā.	VERB	1	
64643	223831	paridṛh	4.P.,1.P.,1.Ā.,4.Ā.	VERB	1	
64644	224032	āchyāna	n	NOUN	1	incision
64645	224035	nitaṃsay	10.P.,10.Ā.	VERB	1	to bake
64646	162766	pratyavado	6.P.	VERB	1	to divide again
64647	225588	anūpayaj	2. P.	VERB	1	
64648	225896	yathāsuṣṭhu	ind	ADV	1	in a proper manner
64649	99116	sūtya	n	NOUN	1	= sutya
64650	225899	avāvad	1. Ā.	VERB	1	
64651	225900	anupradiś	6. Ā.	VERB	1	to assign to a deity
64652	225901	abhinigrah	9. Ā.	VERB	1	to collect
64653	158084	anuvisṛ	3.P.	VERB	1	to extend or stream over
64654	225902	yavattmūtam	ind	ADV	1	
64655	17081	sadani	mf	NOUN	1	water
64656	225904	staraṇī	f	NOUN	1	spreading
64657	225905	kṣaitrapata	adj	ADJ	1	
64658	225909	viparisṛp	1. Ā.	VERB	1	to move round
64659	214	auparava	adj	ADJ	1	relating to the hole called Uparava
64660	225911	adhistṛ	9. P.	VERB	1	to spread out Barhis
64661	225916	parisruc	adj	ADJ	1	
64662	6492	ajagāva	n	NOUN	1	Śiva's bow; name of the sacrificial vessel also called ajakāva
64663	100512	tsarumat	adj	ADJ	1	having a handle
64664	100514	tsaruka	adj	ADJ	1	making hilts of swords; having a handle
64665	225917	pratyupās	2. Ā.	VERB	1	
64666	133659	kratukaraṇa	n	NOUN	1	name of a sacrificial offering
64667	140603	pradhura	n	NOUN	1	the tip of a pole
64668	225918	pratyupanah	4. Ā.	VERB	1	
64669	225919	amartyu	m	NOUN	1	immortality
64670	100112	somakaraṇī	f	NOUN	1	a particular verse
64671	45755	upasamūhana	n	NOUN	1	the act of drawing together or in
64672	225920	pratyabhiṣu	5. P.	VERB	1	
64673	27509	nimārjana	n	NOUN	1	wiping off
64674	225921	vyāghāraṇa	adj	ADJ	1	employed for the āghāra libations
64675	225922	niṣpavana	n	NOUN	1	
64676	11066	anupṛṣṭhya	adj	ADJ	1	(held or extended) lengthwise
64677	89453	jūrya	adj	ADJ	1	old
64678	90398	dradhas	n	NOUN	1	garment
64679	225926	apadhvaṃsay	10. Ā.	VERB	1	to remove
64680	225927	vyapariphanta	adj	ADJ	1	
64681	225929	āmantraṇa	adj	ADJ	1	
64682	162074	paripragrah	9.P.,1.P.,9.Ā.	VERB	1	to hand or pass round
64683	158793	abhipratigṛ	9.P.,9.Ā.	VERB	1	to answer in singing
64684	225931	srucī	f	NOUN	1	= sruc
64685	225932	saṃhvāna	n	NOUN	1	
64686	225933	samanvārambhaṇa	n	NOUN	1	
64687	225934	saṃpracchādana	n	NOUN	1	
64688	164664	vyuttrāsay	10.P.	VERB	1	to scare or frighten away; to disperse
64689	225935	atyānī	1. P.	VERB	1	
64690	225936	atye	2. P.	VERB	1	to pass through
64691	157451	atidhyai	4.P.	VERB	1	to meditate deeply; to think of something else
64692	225937	tārtīyasavanīyaka	adj	ADJ	1	
64693	225938	śrāpay	10. Ā.	VERB	1	to cook
64694	225939	paribhumat	adj	ADJ	1	
64695	225940	saṃprajvalay	10. P.	VERB	1	
64696	225941	ciściṣākṛ	8. P.	VERB	1	to make noise
64697	139152	viṣṇvatikrama	m	NOUN	1	name of particular texts of the Taittirīyasaṃhitā
64698	225942	avaplāvay	10. P.	VERB	1	
64699	73000	yajñapuccha	n	NOUN	1	the tail of a sacrifice; partie conclusive du Soma
64700	115268	śatajyotis	m	NOUN	1	name of a son of Subhrāj
64701	139243	viśara	adj	ADJ	1	tearing asunder; rending
64702	104085	saramāsuta	m	NOUN	1	a dog
64703	218410	samupadham	4.P.,1.P.,1.Ā.	VERB	1	
64704	218411	sthalakeśa	m	NOUN	1	name of a place (or a person?)
64705	218414	vinirbheda	m	NOUN	1	splitting
64706	218415	taptabaḍiśāy	Denom. Ā.	VERB	1	
64707	218416	āśram	4.P.,1.P.,1.Ā.,4.Ā.	VERB	1	
64708	163596	viviś	6.P.	VERB	1	to enter; to penetrate
64709	6370	acirarocis	f	NOUN	1	lightning
64710	161048	caṇḍadīdhiti	m	NOUN	1	
64711	2140	kamalinīkānta	m	NOUN	1	name of the sun
64712	155462	prayatnā	f	NOUN	1	name of a particular Śruti
64713	218420	anusamāyā	2.P.,2.Ā.	VERB	1	to come along with; to follow
64714	218424	prācīdhanvan	m	NOUN	1	name of a son of Janamejaya
64715	218425	śampāti	m	NOUN	1	name of a son of Saṃyāti
64716	218427	ārādhīra	m	NOUN	1	name of a king (?)
64717	218426	nalina	m	NOUN	1	name of a son of Taṃsu
64718	218429	abhimban	m	NOUN	1	name of a man (?)
64719	218430	uḍuggūla	m	NOUN	1	??? typo?
64720	218431	ajirāvatī	f	NOUN	1	name of a daughter of Uśīnara
64721	218438	āpagāsuta	m	NOUN	1	name of Bhīṣma
64722	218437	sudoṣṇā	f	NOUN	1	= Sudeṣṇā
64723	218439	kukṣivant	m	NOUN	1	name of a man
64724	78650	mātuleyī	f	NOUN	1	the daughter of a maternal uncle
64725	218442	auddālaka	m	NOUN	1	
64726	153769	baladviṣ	m	NOUN	1	name of Indra
64727	218444	viniyantray	Denom.P.	VERB	1	
64728	218445	nirmara	adj	ADJ	1	
64729	218448	jalapadī	f	NOUN	1	the Apsaras Jānapadī
64730	106634	sutavat	adj	ADJ	1	possessing sons or children
64731	91794	dhanurvidyā	f	NOUN	1	archery; Dhanurveda
64732	218447	nirdīpa	adj	ADJ	1	
64733	47267	vicakṣus	m	NOUN	1	name of a prince
64734	24658	kumbhodbhava	m	NOUN	1	name of Agastya; name of Droṇa
64735	218450	caṇyaka	m	NOUN	1	???
64736	218458	kapiśay	Denom. P.	VERB	1	
64737	218460	sṛkki	m	NOUN	1	
64738	218455	abhilāṣavat	adj	ADJ	1	desirous
64739	218456	mārutasaṃbhava	m	NOUN	1	name of Bhīmasena
64740	218457	nirghoṣaṇa	n	NOUN	1	
64741	218462	jāṅkāri	m	NOUN	1	???
64742	163584	vival	1.P.	VERB	1	to turn away or aside (intr.)
64743	218461	kṣaṇadācarī	f	NOUN	1	a Rākṣasī
